学生ID,性别,父母收入,IQ,父母鼓励,升学计划
5848,女,48060,93,鼓励,不计划
5850,男,35500,93,不鼓励,不计划
5851,男,22680,125,鼓励,不计划
5852,男,56000,66,不鼓励,不计划
5853,男,47300,68,不鼓励,不计划
5857,男,46170,66,鼓励,不计划
5861,女,37800,123,鼓励,不计划
5862,男,47190,106,鼓励,计划
5864,女,35800,96,不鼓励,不计划
5865,男,17200,94,不鼓励,不计划
5866,男,45650,110,鼓励,计划
5868,女,46900,93,不鼓励,不计划
5869,女,56650,93,鼓励,计划
5870,男,29160,105,鼓励,不计划
5872,男,48400,76,不鼓励,不计划
5873,女,6200,103,不鼓励,不计划
5874,男,28530,111,鼓励,不计划
5875,男,29070,101,鼓励,不计划
5876,男,50050,114,鼓励,计划
5877,男,32560,130,鼓励,计划
5878,男,17100,126,鼓励,不计划
5879,男,36600,78,不鼓励,不计划
5882,女,35600,85,不鼓励,不计划
5883,男,43740,70,鼓励,不计划
5884,男,34600,103,不鼓励,不计划
5888,女,60940,110,鼓励,计划
5891,男,40500,78,不鼓励,不计划
5892,女,73100,96,不鼓励,不计划
5896,女,34800,110,不鼓励,不计划
5897,女,13600,99,不鼓励,不计划
5898,女,13500,97,不鼓励,不计划
5900,男,13590,124,鼓励,不计划
5902,女,75460,120,鼓励,计划
5903,女,54780,96,鼓励,计划
5905,男,42200,80,不鼓励,不计划
5907,男,46750,107,鼓励,计划
5908,男,25700,66,不鼓励,不计划
5912,男,81070,109,鼓励,计划
5914,女,26500,75,不鼓励,不计划
5915,女,79970,95,鼓励,计划
5916,女,39900,94,不鼓励,不计划
5917,男,41400,131,不鼓励,不计划
5918,男,58680,97,鼓励,不计划
5919,男,81620,101,鼓励,计划
5920,男,47400,119,不鼓励,不计划
5922,男,47520,74,鼓励,不计划
5926,男,80520,89,鼓励,计划
5927,男,7590,68,鼓励,计划
5930,女,73260,90,鼓励,计划
5931,男,37300,96,不鼓励,不计划
5935,女,37170,98,鼓励,不计划
5936,女,59290,93,鼓励,计划
5938,男,30420,80,鼓励,不计划
5939,女,41700,61,不鼓励,计划
5940,女,32400,108,不鼓励,不计划
5941,女,47960,139,鼓励,计划
5942,女,49320,131,鼓励,不计划
5945,女,12700,96,不鼓励,不计划
5946,女,73700,127,鼓励,计划
5947,男,76340,121,鼓励,计划
5948,女,46300,96,不鼓励,不计划
5952,女,8800,96,不鼓励,不计划
5956,男,77440,96,鼓励,计划
5957,男,47850,138,鼓励,计划
5958,女,49300,106,不鼓励,不计划
5962,男,47080,101,鼓励,计划
5966,女,75570,93,鼓励,计划
5967,女,22700,99,不鼓励,不计划
5968,女,25800,85,不鼓励,不计划
5969,男,30800,108,不鼓励,不计划
5970,男,44910,101,鼓励,不计划
5974,女,29900,100,不鼓励,不计划
5976,女,30800,67,不鼓励,不计划
5978,男,29340,97,鼓励,不计划
5979,女,46900,89,不鼓励,不计划
5984,女,5000,105,不鼓励,计划
5985,男,17000,88,不鼓励,不计划
5987,男,35700,103,不鼓励,不计划
5990,男,44010,97,鼓励,不计划
5991,女,45360,97,鼓励,不计划
5992,男,32400,112,不鼓励,不计划
5993,女,68200,88,不鼓励,不计划
5994,女,8800,78,不鼓励,不计划
5997,女,9900,68,不鼓励,不计划
6001,男,15400,96,不鼓励,不计划
6008,女,76010,72,鼓励,计划
6009,男,56610,92,鼓励,不计划
6012,男,75130,98,鼓励,计划
6013,女,47100,66,不鼓励,不计划
6014,男,37710,100,鼓励,不计划
6015,男,47850,108,鼓励,计划
6017,女,37500,108,不鼓励,不计划
6020,女,37900,104,不鼓励,不计划
6022,男,29700,96,鼓励,不计划
6023,男,45400,68,不鼓励,不计划
6026,男,31140,100,鼓励,不计划
6027,男,64240,116,鼓励,计划
6029,女,23700,131,不鼓励,不计划
6031,男,53900,80,鼓励,计划
6033,男,30330,102,鼓励,不计划
6035,女,33400,95,不鼓励,不计划
6036,男,69410,129,鼓励,计划
6040,女,28800,77,不鼓励,不计划
6042,男,53790,122,鼓励,计划
6044,女,42000,63,不鼓励,不计划
6046,女,14100,93,不鼓励,不计划
6047,女,24300,72,不鼓励,不计划
6053,男,40500,112,鼓励,不计划
6055,男,35460,96,鼓励,不计划
6059,男,37170,98,鼓励,不计划
6061,男,44820,93,鼓励,不计划
6062,女,75900,138,鼓励,计划
6064,女,42900,78,不鼓励,不计划
6066,男,6100,101,不鼓励,计划
6067,女,38610,130,鼓励,不计划
6068,女,62590,99,鼓励,计划
6069,男,38160,105,鼓励,不计划
6070,女,59940,100,鼓励,不计划
6071,男,65880,101,鼓励,不计划
6072,男,60400,91,不鼓励,计划
6073,女,39870,136,鼓励,不计划
6074,男,64020,101,鼓励,计划
6075,男,42400,137,不鼓励,不计划
6078,女,49000,65,不鼓励,不计划
6079,男,33480,90,鼓励,不计划
6083,男,43670,109,鼓励,计划
6084,男,50600,104,鼓励,计划
6085,女,29500,109,不鼓励,不计划
6087,男,46310,114,鼓励,计划
6088,女,31700,61,不鼓励,不计划
6090,女,50490,97,鼓励,计划
6092,男,67540,110,鼓励,计划
6094,男,48300,87,不鼓励,不计划
6095,男,32300,97,不鼓励,不计划
6097,女,39380,96,鼓励,计划
6099,男,42700,68,不鼓励,不计划
6100,男,25630,62,鼓励,计划
6102,女,50490,127,鼓励,不计划
6104,男,36450,131,鼓励,不计划
6105,男,32600,139,不鼓励,不计划
6108,女,79090,109,鼓励,计划
6111,男,68600,108,不鼓励,不计划
6114,男,73040,107,鼓励,计划
6115,女,43740,74,鼓励,不计划
403,女,51150,100,鼓励,计划
406,女,5000,74,不鼓励,不计划
410,女,72490,124,鼓励,计划
411,女,36100,128,不鼓励,计划
413,女,39700,99,不鼓励,计划
415,男,30700,96,不鼓励,不计划
416,女,62640,138,鼓励,不计划
418,男,61900,62,不鼓励,不计划
419,女,47100,93,不鼓励,不计划
422,男,20100,83,不鼓励,不计划
424,女,43890,98,鼓励,计划
425,女,23000,107,不鼓励,不计划
426,男,57750,120,鼓励,计划
427,女,29790,103,鼓励,不计划
428,女,62600,71,不鼓励,不计划
440,女,36900,109,不鼓励,不计划
442,女,36800,96,不鼓励,不计划
443,男,70950,112,鼓励,计划
444,女,32200,102,不鼓励,不计划
445,女,61900,107,不鼓励,不计划
447,女,44000,120,不鼓励,不计划
450,男,5700,109,不鼓励,不计划
452,男,47160,90,鼓励,不计划
454,男,31140,102,鼓励,不计划
457,男,46970,94,鼓励,计划
458,男,50270,101,鼓励,计划
459,男,38340,126,鼓励,不计划
460,男,30900,126,不鼓励,不计划
461,女,38300,101,不鼓励,不计划
462,女,57300,88,不鼓励,不计划
463,男,6300,73,不鼓励,不计划
464,男,51150,65,鼓励,计划
465,女,31100,109,不鼓励,不计划
467,女,18000,91,不鼓励,不计划
472,女,35900,114,不鼓励,计划
473,男,35200,139,不鼓励,不计划
474,女,35400,71,不鼓励,不计划
475,女,36700,95,不鼓励,不计划
477,女,43020,105,鼓励,不计划
480,男,48000,74,不鼓励,不计划
481,男,34980,96,鼓励,计划
482,女,68900,130,不鼓励,不计划
483,女,12200,84,不鼓励,不计划
484,男,57300,133,不鼓励,不计划
487,女,49600,70,不鼓励,不计划
490,男,51810,100,鼓励,计划
493,女,55260,97,鼓励,不计划
494,女,46700,99,不鼓励,不计划
495,男,32890,117,鼓励,计划
496,女,36450,94,鼓励,不计划
499,女,52690,69,鼓励,计划
500,女,73590,107,鼓励,计划
501,女,16400,84,不鼓励,不计划
502,女,36700,93,不鼓励,不计划
503,女,56430,102,鼓励,计划
505,男,14500,90,不鼓励,不计划
509,女,34760,129,鼓励,计划
512,男,61200,96,鼓励,不计划
515,男,34100,103,不鼓励,不计划
516,男,28600,70,不鼓励,不计划
517,女,42480,96,鼓励,不计划
519,男,53130,113,鼓励,计划
520,男,23320,102,鼓励,计划
521,男,38800,95,不鼓励,不计划
522,女,63800,106,鼓励,计划
524,男,34800,91,不鼓励,不计划
525,女,47970,94,鼓励,不计划
526,女,26400,107,不鼓励,计划
527,女,66880,122,鼓励,计划
530,女,15900,74,不鼓励,不计划
533,男,37080,97,鼓励,不计划
535,女,41600,98,不鼓励,不计划
536,女,31900,92,不鼓励,不计划
537,女,28620,110,鼓励,不计划
540,男,20880,76,鼓励,不计划
541,女,45210,87,鼓励,计划
542,女,18700,91,不鼓励,不计划
545,女,45000,134,不鼓励,不计划
6116,男,35090,92,鼓励,计划
6117,男,77550,140,鼓励,计划
6118,女,62700,100,鼓励,计划
6119,女,11300,63,不鼓励,不计划
6121,女,30200,72,不鼓励,不计划
6124,男,58100,94,不鼓励,不计划
6125,男,34600,87,不鼓励,不计划
6126,男,38300,77,不鼓励,不计划
6128,男,45650,122,鼓励,计划
6131,女,71390,112,鼓励,计划
6132,男,71610,137,鼓励,计划
6133,女,53300,99,不鼓励,不计划
6134,女,43920,96,鼓励,不计划
6135,男,35010,97,鼓励,不计划
6136,男,20880,90,鼓励,不计划
6137,女,54890,118,鼓励,计划
6138,女,31500,113,不鼓励,不计划
6139,女,58410,90,鼓励,计划
6142,男,53910,107,鼓励,不计划
6143,女,25400,107,不鼓励,不计划
6145,女,39270,103,鼓励,计划
6148,男,43120,140,鼓励,计划
6150,女,42000,97,不鼓励,不计划
6153,女,13770,97,鼓励,不计划
6155,女,20600,93,不鼓励,不计划
6164,男,39600,110,不鼓励,不计划
6167,女,22600,72,不鼓励,不计划
6168,女,46750,104,鼓励,计划
6170,男,34200,98,鼓励,不计划
6171,男,15200,112,不鼓励,计划
6172,男,54780,126,鼓励,计划
6173,女,39050,130,鼓励,计划
6178,女,32700,61,不鼓励,不计划
6179,男,13700,99,不鼓励,不计划
6180,女,48700,96,不鼓励,计划
6182,女,44200,90,不鼓励,不计划
6185,女,37900,73,不鼓励,不计划
6186,女,34920,94,鼓励,不计划
6187,男,37100,97,不鼓励,不计划
6189,男,40100,98,不鼓励,不计划
6192,女,37500,78,不鼓励,不计划
6195,男,34200,138,鼓励,不计划
6196,男,54120,127,鼓励,计划
6197,女,28350,97,鼓励,不计划
6202,女,35640,84,鼓励,不计划
6206,男,50930,99,鼓励,计划
6208,女,52140,97,鼓励,计划
6209,男,28710,85,鼓励,不计划
6214,女,15800,83,不鼓励,不计划
6216,女,80520,125,鼓励,计划
6217,女,74000,93,不鼓励,不计划
6218,男,43200,94,鼓励,不计划
6219,男,68860,115,鼓励,计划
6221,女,45630,128,鼓励,不计划
6223,男,37440,100,鼓励,不计划
6224,男,31000,92,不鼓励,不计划
6225,女,41800,109,不鼓励,不计划
6227,女,10100,97,不鼓励,不计划
6230,女,68310,114,鼓励,计划
6238,男,38700,103,鼓励,不计划
6241,女,36900,95,不鼓励,不计划
6244,男,14500,83,不鼓励,不计划
6248,男,11800,97,不鼓励,计划
6250,男,54000,92,不鼓励,不计划
6252,男,51260,122,鼓励,计划
6254,女,62820,109,鼓励,不计划
6260,女,33300,92,不鼓励,计划
6262,女,24000,82,不鼓励,不计划
6264,男,39780,115,鼓励,不计划
6265,男,49300,106,不鼓励,不计划
6266,男,30240,81,鼓励,不计划
6271,女,57900,88,不鼓励,不计划
6273,男,31600,104,不鼓励,不计划
6274,男,40590,100,鼓励,不计划
6278,男,81730,92,鼓励,计划
6279,女,42700,110,不鼓励,不计划
6282,男,36080,116,鼓励,计划
6283,女,9900,73,不鼓励,不计划
6284,女,32400,111,不鼓励,不计划
6286,男,14200,134,不鼓励,不计划
6290,男,13700,87,不鼓励,不计划
6293,女,70600,96,不鼓励,计划
6295,男,44550,90,鼓励,不计划
6297,女,9400,91,不鼓励,不计划
6298,男,47080,94,鼓励,计划
6299,男,48100,103,不鼓励,不计划
6300,女,38520,95,鼓励,不计划
6302,男,66800,109,不鼓励,不计划
6304,女,34600,93,不鼓励,不计划
6306,女,23600,94,不鼓励,不计划
6308,男,35010,73,鼓励,不计划
6309,男,77770,138,鼓励,计划
6311,女,5400,88,不鼓励,不计划
6314,女,43200,132,鼓励,不计划
6316,女,50820,109,鼓励,计划
6318,女,47190,112,鼓励,计划
6324,女,69740,102,鼓励,计划
6327,男,4950,108,鼓励,不计划
6328,女,12200,89,不鼓励,不计划
6332,男,48700,81,不鼓励,不计划
6334,女,54340,129,鼓励,计划
6337,男,9200,103,不鼓励,不计划
6342,女,61270,138,鼓励,计划
6343,女,59730,119,鼓励,计划
6345,女,52580,134,鼓励,计划
6347,女,73370,110,鼓励,计划
6348,男,8700,66,不鼓励,不计划
6351,女,22500,103,不鼓励,不计划
6352,女,29340,125,鼓励,不计划
6353,女,33110,123,鼓励,计划
6354,男,51590,84,鼓励,计划
6355,男,47410,126,鼓励,计划
6356,女,56070,108,鼓励,不计划
6357,男,70950,103,鼓励,计划
6359,女,14100,107,不鼓励,不计划
6365,男,47300,95,不鼓励,不计划
6366,男,25200,94,不鼓励,不计划
6367,女,10800,90,不鼓励,不计划
6368,女,9000,74,不鼓励,不计划
6369,男,30900,117,不鼓励,不计划
6370,女,24660,91,鼓励,不计划
6372,男,10500,75,不鼓励,不计划
6374,女,34920,98,鼓励,不计划
6376,男,40150,123,鼓励,计划
6377,女,21300,83,不鼓励,不计划
6379,男,31000,86,不鼓励,不计划
6380,男,22600,66,不鼓励,不计划
6383,女,34380,90,鼓励,不计划
6385,男,38600,116,不鼓励,不计划
6386,女,59950,106,鼓励,计划
6387,女,66200,94,不鼓励,不计划
6388,男,20300,96,不鼓励,不计划
6389,男,49940,106,鼓励,计划
6392,男,38600,102,不鼓励,不计划
6395,女,43800,61,不鼓励,不计划
6397,男,47250,95,鼓励,不计划
6404,女,14900,108,不鼓励,不计划
6405,女,32300,94,不鼓励,不计划
6406,男,68640,110,鼓励,计划
6407,男,12600,131,不鼓励,计划
6409,男,44200,90,不鼓励,不计划
6411,女,33000,108,鼓励,计划
6413,男,39900,101,不鼓励,不计划
6414,女,15300,98,不鼓励,不计划
6416,女,75020,111,鼓励,计划
6418,女,80960,106,鼓励,计划
6420,女,9900,106,不鼓励,不计划
6421,男,30960,82,鼓励,不计划
6423,男,17000,65,不鼓励,不计划
6425,女,49410,69,鼓励,不计划
6427,男,35530,105,鼓励,计划
6429,男,18270,127,鼓励,不计划
6430,男,52690,97,鼓励,计划
6432,女,33300,98,不鼓励,不计划
6433,女,27990,107,鼓励,不计划
6434,女,44700,124,不鼓励,计划
546,男,39330,118,鼓励,不计划
547,女,50930,97,鼓励,计划
550,女,9200,94,不鼓励,不计划
552,男,21700,85,不鼓励,计划
553,男,64800,67,鼓励,不计划
556,女,39000,99,不鼓励,不计划
557,男,18090,95,鼓励,不计划
558,女,31590,71,鼓励,不计划
559,女,46310,115,鼓励,计划
563,女,45090,118,鼓励,不计划
566,女,46400,95,不鼓励,不计划
568,女,45100,100,不鼓励,不计划
571,女,51120,86,鼓励,不计划
573,男,18200,95,不鼓励,不计划
574,女,17600,65,不鼓励,不计划
577,男,22500,60,不鼓励,不计划
578,男,11070,73,鼓励,不计划
580,女,35100,63,不鼓励,不计划
581,男,80850,104,鼓励,计划
583,女,33600,75,不鼓励,不计划
587,女,43000,106,不鼓励,不计划
589,男,58410,104,鼓励,不计划
591,女,39820,105,鼓励,计划
592,男,58860,105,鼓励,不计划
593,男,20200,91,不鼓励,不计划
594,女,69960,127,鼓励,计划
595,女,69630,110,鼓励,计划
600,男,39490,100,鼓励,计划
601,女,37100,122,不鼓励,不计划
607,女,31100,82,不鼓励,不计划
608,男,19170,106,鼓励,不计划
611,女,37000,111,不鼓励,不计划
617,女,39870,105,鼓励,不计划
619,男,49000,124,不鼓励,不计划
620,男,31500,93,不鼓励,不计划
625,女,39500,69,不鼓励,不计划
626,女,30800,103,不鼓励,计划
628,女,41940,113,鼓励,不计划
629,男,32300,106,不鼓励,不计划
631,男,71390,119,鼓励,计划
632,男,33100,67,不鼓励,不计划
633,女,15700,63,不鼓励,不计划
634,女,35730,119,鼓励,不计划
636,男,57700,72,不鼓励,不计划
639,女,6100,134,不鼓励,不计划
640,女,60900,97,不鼓励,计划
641,女,31800,108,不鼓励,不计划
644,女,45000,96,不鼓励,不计划
645,女,46970,140,鼓励,计划
647,女,35300,114,不鼓励,不计划
650,女,30100,127,不鼓励,不计划
652,女,61600,104,鼓励,计划
654,男,18300,69,不鼓励,不计划
655,女,18500,77,不鼓励,不计划
656,女,32600,92,不鼓励,不计划
659,女,45500,67,不鼓励,不计划
661,女,37180,96,鼓励,计划
662,女,41400,69,不鼓励,不计划
663,女,53680,109,鼓励,计划
668,男,38700,96,不鼓励,不计划
671,男,31700,94,不鼓励,不计划
672,女,63200,130,不鼓励,计划
676,男,75790,140,鼓励,计划
677,男,40400,108,不鼓励,不计划
681,男,76560,119,鼓励,计划
686,女,37260,107,鼓励,不计划
688,女,51590,108,鼓励,计划
689,女,30600,65,不鼓励,不计划
694,女,42390,137,鼓励,不计划
695,男,10600,84,不鼓励,不计划
697,女,34560,75,鼓励,不计划
700,女,41400,75,不鼓励,不计划
701,女,40200,87,不鼓励,不计划
703,女,52290,81,鼓励,不计划
704,男,23130,73,鼓励,不计划
705,女,32100,85,不鼓励,不计划
707,男,13900,91,不鼓励,不计划
709,男,41670,97,鼓励,不计划
6435,女,40680,131,鼓励,不计划
6437,男,64680,94,鼓励,计划
6438,男,71100,98,不鼓励,不计划
6440,女,63140,125,鼓励,计划
6441,女,13900,93,不鼓励,不计划
6443,男,46000,97,不鼓励,计划
6444,女,63720,93,鼓励,不计划
6446,女,37070,96,鼓励,计划
6447,女,39400,90,不鼓励,不计划
6448,女,22900,87,不鼓励,不计划
6450,女,63360,108,鼓励,不计划
6451,女,43740,133,鼓励,不计划
6453,女,57960,109,鼓励,不计划
6454,男,11700,99,不鼓励,不计划
6455,女,57600,94,不鼓励,不计划
6457,男,55800,123,鼓励,不计划
6458,男,34540,67,鼓励,计划
6461,男,30500,96,不鼓励,不计划
6464,女,37180,98,鼓励,计划
6468,女,52250,101,鼓励,计划
6469,男,50820,104,鼓励,计划
6473,女,71500,116,鼓励,计划
6475,男,69200,62,不鼓励,不计划
6481,女,11800,92,不鼓励,计划
6482,男,43020,93,鼓励,不计划
6483,男,11340,140,鼓励,不计划
6484,女,39800,100,不鼓励,计划
6488,男,32600,78,不鼓励,不计划
6497,男,19400,93,不鼓励,不计划
6499,男,48400,135,鼓励,计划
6500,女,69850,124,鼓励,计划
6502,男,13300,77,不鼓励,不计划
6503,男,65700,80,不鼓励,不计划
6506,男,54560,116,鼓励,计划
6507,女,35640,91,鼓励,计划
6510,女,38500,98,不鼓励,不计划
6511,女,45600,100,不鼓励,不计划
6512,女,35400,66,不鼓励,不计划
6518,男,70510,112,鼓励,计划
6519,男,62300,93,不鼓励,不计划
6526,女,74600,92,不鼓励,不计划
6528,男,59950,112,鼓励,计划
6529,女,51920,95,鼓励,计划
6532,女,39500,80,不鼓励,不计划
6536,女,20500,62,不鼓励,不计划
6537,女,24100,106,不鼓励,不计划
6540,女,64100,70,不鼓励,不计划
6541,女,35280,83,鼓励,不计划
6543,男,35190,84,鼓励,不计划
6544,女,78540,135,鼓励,计划
6546,女,46350,111,鼓励,不计划
6549,男,33000,97,不鼓励,不计划
6550,男,44900,123,不鼓励,不计划
6551,女,19900,129,不鼓励,不计划
6553,女,41200,77,不鼓励,不计划
6555,男,63690,105,鼓励,计划
6556,女,6900,91,不鼓励,不计划
6557,女,48620,92,鼓励,计划
6559,男,27170,93,鼓励,计划
6562,男,43340,130,鼓励,计划
6565,女,36100,122,不鼓励,不计划
6566,男,35800,71,不鼓励,不计划
6568,男,37800,97,不鼓励,不计划
6570,女,48400,121,不鼓励,不计划
6571,男,33500,108,不鼓励,不计划
6573,男,44220,107,鼓励,计划
6574,女,33390,103,鼓励,不计划
6577,男,45320,115,鼓励,计划
6578,女,73040,100,鼓励,计划
